"Table_Number","Year","Measure","Age","Indigenous_Status","Remoteness","Year_Dollars","Description1","Description2","Description3","Description4","Description5","Description6","Uncertainty","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Total","Aus Gov","Aust"
"3A.34","2018-19","Serious incidents","All ages","All people","All areas","","Serious incidents","At NQF approved ECEC services","By type of incident","Emergency services attended","","","","ACECQA (unpublished) National Quality Agenda Information Technology System; State and Territory governments (unpublished) National Quality Agenda Information Technology System","no.","616","475","513","99","118","29","70","16","","","1936"
"3A.34","2018-19","Serious incidents","All ages","All people","All areas","","Serious incidents","At NQF approved ECEC services","By type of incident","Child locked in/out; taken away or unaccounted for","","","","Derived from ACECQA (unpublished) National Quality Agenda Information Technology System; State and Territory governments (unpublished) National Quality Agenda Information Technology System","no.","383","394","322","84","142","15","66","32","","","1438"
"3A.34","2018-19","Serious incidents","All ages","All people","All areas","","Serious incidents","At NQF approved ECEC services","By service type","Centre based day care","","","","ACECQA (unpublished) National Quality Agenda Information Technology System; State and Territory governments (unpublished) National Quality Agenda Information Technology System","no.","3809","2323","1968","999","666","150","314","106","","","10335"
"3A.34","2018-19","Serious incidents","All ages","All people","All areas","","Serious incidents","At NQF approved ECEC services","By service type","Vacation care","","","","ACECQA (unpublished) National Quality Agenda Information Technology System; State and Territory governments (unpublished) National Quality Agenda Information Technology System","no.","19","35","1","1","4","1","2","0","","","63"
"3A.34","2018-19","Serious incidents","All ages","All people","All areas","","Serious incidents","At NQF approved ECEC services","By service type","OSHC","","","","ACECQA (unpublished) National Quality Agenda Information Technology System; State and Territory governments (unpublished) National Quality Agenda Information Technology System","no.","1262","492","983","303","311","47","207","41","","","3646"
"3A.34","2018-19","Serious incidents","All ages","All people","All areas","","Serious incidents","At NQF approved ECEC services","By service type","Other care","","","","ACECQA (unpublished) National Quality Agenda Information Technology System; State and Territory governments (unpublished) National Quality Agenda Information Technology System","no.","0","0","0","3","0","0","0","0","","","3"
"3A.34","2018-19","Serious incidents","All ages","All people","All areas","","Serious incidents","At NQF approved ECEC services","By service type","Preschool","","","","ACECQA (unpublished) National Quality Agenda Information Technology System; State and Territory governments (unpublished) National Quality Agenda Information Technology System","no.","488","671","156","6","251","0","39","20","","","1631"
"3A.34","2018-19","Serious incidents","All ages","All people","All areas","","Serious incidents","At NQF approved ECEC services","By service type","Family day care","","","","ACECQA (unpublished) National Quality Agenda Information Technology System; State and Territory governments (unpublished) National Quality Agenda Information Technology System","no.","171","95","83","98","31","12","16","1","","","507"
"3A.34","2018-19","Serious incidents","All ages","All people","All areas","","Serious incidents","At NQF approved ECEC services","By service type","All serious incidents at NQF approved services","","","","ACECQA (unpublished) National Quality Agenda Information Technology System; State and Territory governments (unpublished) National Quality Agenda Information Technology System","no.","5749","3616","3191","1410","1263","210","578","168","","","16185"
"3A.34","2018-19","Serious incidents","All ages","All people","All areas","","Serious incidents","Per 100 NQF approved services","By service type","Centre based day care","","","","Derived from ACECQA (unpublished) National Quality Agenda Information Technology System; State and Territory governments (unpublished) National Quality Agenda Information Technology System; ACECQA (unpublished) NQF Snapshot; ACECQA NQF Snapshot","rate","121.7","147.7","123.2","146.9","168.6","121.0","201.3","120.5","","","133.5"
"3A.34","2018-19","Serious incidents","All ages","All people","All areas","","Serious incidents","Per 100 NQF approved services","By service type","Vacation care","","","","Derived from ACECQA (unpublished) National Quality Agenda Information Technology System; State and Territory governments (unpublished) National Quality Agenda Information Technology System; ACECQA (unpublished) NQF Snapshot; ACECQA NQF Snapshot","rate","1.5","5.4","0.1","0.2","1.2","0.9","2.8","0","","","1.7"
"3A.34","2018-19","Serious incidents","All ages","All people","All areas","","Serious incidents","Per 100 NQF approved services","By service type","OSHC","","","","Derived from ACECQA (unpublished) National Quality Agenda Information Technology System; State and Territory governments (unpublished) National Quality Agenda Information Technology System; ACECQA (unpublished) NQF Snapshot; ACECQA NQF Snapshot","rate","78.2","38.6","102.7","56.6","77.2","34.1","188.2","75.9","","","71.7"
"3A.34","2018-19","Serious incidents","All ages","All people","All areas","","Serious incidents","Per 100 NQF approved services","By service type","Other care","","","","Derived from ACECQA (unpublished) National Quality Agenda Information Technology System; State and Territory governments (unpublished) National Quality Agenda Information Technology System; ACECQA (unpublished) NQF Snapshot; ACECQA NQF Snapshot","rate","0","0","0","10.0","0","..","0","0","","","1.4"
"3A.34","2018-19","Serious incidents","All ages","All people","All areas","","Serious incidents","Per 100 NQF approved services","By service type","Preschool","","","","Derived from ACECQA (unpublished) National Quality Agenda Information Technology System; State and Territory governments (unpublished) National Quality Agenda Information Technology System; ACECQA (unpublished) NQF Snapshot; ACECQA NQF Snapshot","rate","53.5","51.1","14.9","15.8","57.0","..","40.6","27.4","","","41.6"
"3A.34","2018-19","Serious incidents","All ages","All people","All areas","","Serious incidents","Per 100 NQF approved services","By service type","Family day care","","","","Derived from ACECQA (unpublished) National Quality Agenda Information Technology System; State and Territory governments (unpublished) National Quality Agenda Information Technology System; ACECQA (unpublished) NQF Snapshot; ACECQA NQF Snapshot","rate","95.0","43.2","74.8","272.2","258.3","120.0","177.8","25.0","","","87.1"
"3A.34","2018-19","Serious incidents","All ages","All people","All areas","","Serious incidents","Per 100 NQF approved services","By service type","All service types","","","","Derived from ACECQA (unpublished) National Quality Agenda Information Technology System; State and Territory governments (unpublished) National Quality Agenda Information Technology System; ACECQA (unpublished) NQF Snapshot; ACECQA NQF Snapshot","rate","104.8","85.3","106.9","116.6","105.9","90.9","161.5","76.0","","","101.7"
"3A.34","2017-18","Serious incidents","All ages","All people","All areas","","Serious incidents","At NQF approved ECEC services","By service type","All serious incidents at NQF approved services","","","","ACECQA (unpublished) National Quality Agenda Information Technology System; State and Territory governments (unpublished) National Quality Agenda Information Technology System","no.","5416","3608","3158","1356","1045","203","472","177","","","15435"
"3A.34","2017-18","Serious incidents","All ages","All people","All areas","","Serious incidents","Per 100 NQF approved services","By service type","All service types","","","","Derived from ACECQA (unpublished) National Quality Agenda Information Technology System; State and Territory governments (unpublished) National Quality Agenda Information Technology System; ACECQA (unpublished) NQF Snapshot; ACECQA NQF Snapshot","rate","99.8","84.9","108.3","114.7","89.2","87.5","131.8","78.7","","","97.9"
"3A.35","2019-20","Government recurrent expenditure per child","All ages","All people","All areas","2019-20 dollars","Australian; State and Territory recurrent government expenditure on ECEC services per child","","","","","","","Derived from State and Territory governments (unpublished); Australian Government Department of Education Skills and Employment (unpublished); Australian Government Department of Education Skills and Employment (unpublished) Child Care Subsidy System; ABS (unpublished) Preschool Education; ABS Australian National Accounts: National Income Expenditure and Product","$","6987","7528","7161","7267","6666","5717","6948","10387","","","7180"
"3A.35","2019-20","Government recurrent expenditure per child","All ages","All people","All areas","2019-20 dollars","Australian; State and Territory recurrent government expenditure on ECEC services","","","","","","","Derived from State and Territory governments (unpublished); Australian Government Department of Education Skills and Employment (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","3266438","2727487","2304004","1011294","663666","163663","245271","138050","","","10519873"
"3A.35","2019","Government recurrent expenditure per child","All ages","All people","All areas","","Total number of children in ECEC","","","","","","","Derived from Australian Government Department of Education Skills and Employment (unpublished) Child Care Subsidy System; ABS (unpublished) Preschool Education","no.","467522","362334","321741","139156","99554","28626","35300","13291","","","1465172"
"3A.35","2018-19","Government recurrent expenditure per child","All ages","All people","All areas","2019-20 dollars","Australian; State and Territory recurrent government expenditure on ECEC services per child","","","","","","","Derived from State and Territory governments (unpublished); Australian Government Department of Education Skills and Employment (unpublished); Australian Government Department of Education Skills and Employment (unpublished) Child Care Subsidy System; ABS (unpublished) Preschool Education; ABS Australian National Accounts: National Income Expenditure and Product","$","6673","6952","6662","7089","6310","6074","7093","9729","","","6792"
"3A.35","2018-19","Government recurrent expenditure per child","All ages","All people","All areas","2019-20 dollars","Australian; State and Territory recurrent government expenditure on ECEC services","","","","","","","Derived from State and Territory governments (unpublished); Australian Government Department of Education Skills and Employment (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","3138150","2501255","2127004","965125","628233","173702","247485","128973","","","9909927"
"3A.35","2018","Government recurrent expenditure per child","All ages","All people","All areas","","Total number of children in ECEC","","","","","","","Derived from Australian Government Department of Education Skills and Employment (unpublished) Child Care Subsidy System; ABS (unpublished) Preschool Education","no.","470255","359786","319298","136135","99569","28596","34893","13257","","","1459130"
"3A.35","2017-18","Government recurrent expenditure per child","All ages","All people","All areas","2019-20 dollars","Australian; State and Territory recurrent government expenditure on ECEC services per child","","","","","","","Derived from State and Territory governments (unpublished); Australian Government Department of Education Skills and Employment (unpublished); Australian Government Department of Education Skills and Employment (unpublished) Child Care Subsidy System; ABS (unpublished) Preschool Education; ABS Australian National Accounts: National Income Expenditure and Product","$","6233","6317","6655","7053","7806","7550","6058","12197","","","6608"
"3A.35","2017-18","Government recurrent expenditure per child","All ages","All people","All areas","2019-20 dollars","Australian; State and Territory recurrent government expenditure on ECEC services","","","","","","","Derived from State and Territory governments (unpublished); Australian Government Department of Education Skills and Employment (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","2920610","2289530","2064889","923564","756204","211944","202050","156442","","","9525232"
"3A.35","2017","Government recurrent expenditure per child","All ages","All people","All areas","","Total number of children in ECEC","","","","","","","Derived from Australian Government Department of Education Skills and Employment (unpublished) Child Care Subsidy System; ABS (unpublished) Preschool Education","no.","468550","362416","310294","130953","96880","28071","33351","12826","","","1441460"
"3A.35","2016-17","Government recurrent expenditure per child","All ages","All people","All areas","2019-20 dollars","Australian; State and Territory recurrent government expenditure on ECEC services per child","","","","","","","Derived from State and Territory governments (unpublished); Australian Government Department of Education Skills and Employment (unpublished); Australian Government Department of Education Skills and Employment (unpublished) Child Care Subsidy System; ABS (unpublished) Preschool Education; ABS Australian National Accounts: National Income Expenditure and Product","$","6484","6582","7055","7437","8083","7707","6554","12417","","","6915"
"3A.35","2016-17","Government recurrent expenditure per child","All ages","All people","All areas","2019-20 dollars","Australian; State and Territory recurrent government expenditure on ECEC services","","","","","","","Derived from State and Territory governments (unpublished); Australian Government Department of Education Skills and Employment (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","3021026","2351488","2144387","946313","778324","217340","209060","156647","","","9824586"
"3A.35","2016","Government recurrent expenditure per child","All ages","All people","All areas","","Total number of children in ECEC","","","","","","","Derived from Australian Government Department of Education Skills and Employment (unpublished) Child Care Subsidy System; ABS (unpublished) Preschool Education","no.","465931","357273","303956","127252","96297","28200","31898","12616","","","1420771"
"3A.35","2015-16","Government recurrent expenditure per child","All ages","All people","All areas","2019-20 dollars","Australian; State and Territory recurrent government expenditure on ECEC services per child","","","","","","","Derived from State and Territory governments (unpublished); Australian Government Department of Education Skills and Employment (unpublished); Australian Government Department of Education Skills and Employment (unpublished) Child Care Subsidy System; ABS (unpublished) Preschool Education; ABS Australian National Accounts: National Income Expenditure and Product","$","6391","6679","6972","7476","7763","7695","6537","11865","","","6876"
"3A.35","2015-16","Government recurrent expenditure per child","All ages","All people","All areas","2019-20 dollars","Australian; State and Territory recurrent government expenditure on ECEC services","","","","","","","Derived from State and Territory governments (unpublished); Australian Government Department of Education Skills and Employment (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","2915725","2289720","2095679","941048","759763","214165","204655","148927","","","9569682"
"3A.35","2015","Government recurrent expenditure per child","All ages","All people","All areas","","Total number of children in ECEC","","","","","","","Derived from Australian Government Department of Education Skills and Employment (unpublished) Child Care Subsidy System; ABS (unpublished) Preschool Education","no.","456198","342834","300582","125884","97873","27831","31309","12552","","","1391820"
"3A.36","2019-20","Government recurrent expenditure per child","0-12 years old","All people","All areas","2019-20 dollars","Expenditure on ECEC services per child","Total government","0-12 years old","","","","","Derived from State and Territory governments (unpublished); Australian Government Department of Education Skills and Employment (unpublished); ABS Australian National Accounts: National Income Expenditure and Product; ABS Quarterly Population Estimates (ERP)","$","2486","2575","2674","2251","2468","2013","3390","3009","","","2533"
"3A.36","2019-20","Government recurrent expenditure per child","0-12 years old","All people","All areas","2019-20 dollars","Expenditure on ECEC services per child","Australian Government","0-12 years old","","","","","Derived from Australian Government Department of Education Skills and Employment (unpublished); ABS Australian National Accounts: National Income Expenditure and Product; ABS Quarterly Population Estimates (ERP)","$","2127","2081","2338","1478","1691","1496","2714","1552","","","2052"
"3A.36","2019-20","Government recurrent expenditure per child","0-12 years old","All people","All areas","2019-20 dollars","Expenditure on ECEC services per child","State and Territory government","0-12 years old","","","","","Derived from State and Territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product; ABS Quarterly Population Estimates (ERP)","$","358","494","336","773","776","517","676","1458","","","481"
"3A.36","2018-19","Government recurrent expenditure per child","0-12 years old","All people","All areas","2019-20 dollars","Expenditure on ECEC services per child","Total government","0-12 years old","","","","","Derived from State and Territory governments (unpublished); Australian Government Department of Education Skills and Employment (unpublished); ABS Australian National Accounts: National Income Expenditure and Product; ABS Quarterly Population Estimates (ERP)","$","2385","2384","2480","2165","2344","2134","3449","2759","","","2395"
"3A.36","2018-19","Government recurrent expenditure per child","0-12 years old","All people","All areas","2019-20 dollars","Expenditure on ECEC services per child","Australian Government","0-12 years old","","","","","Derived from Australian Government Department of Education Skills and Employment (unpublished); ABS Australian National Accounts: National Income Expenditure and Product; ABS Quarterly Population Estimates (ERP)","$","2049","1946","2160","1336","1575","1415","2776","1388","","","1931"
"3A.36","2018-19","Government recurrent expenditure per child","0-12 years old","All people","All areas","2019-20 dollars","Expenditure on ECEC services per child","State and Territory government","0-12 years old","","","","","Derived from State and Territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product; ABS Quarterly Population Estimates (ERP)","$","336","438","320","829","770","719","673","1371","","","465"
"3A.36","2017-18","Government recurrent expenditure per child","0-12 years old","All people","All areas","2019-20 dollars","Expenditure on ECEC services per child","Total government","0-12 years old","","","","","Derived from State and Territory governments (unpublished); Australian Government Department of Education Skills and Employment (unpublished); ABS Australian National Accounts: National Income Expenditure and Product; ABS Quarterly Population Estimates (ERP)","$","2261","2213","2433","2084","2831","2604","2867","3309","","","2332"
"3A.36","2017-18","Government recurrent expenditure per child","0-12 years old","All people","All areas","2019-20 dollars","Expenditure on ECEC services per child","Australian Government","0-12 years old","","","","","Derived from Australian Government Department of Education Skills and Employment (unpublished); ABS Australian National Accounts: National Income Expenditure and Product; ABS Quarterly Population Estimates (ERP)","$","1961","1800","2122","1322","2065","1928","2234","1922","","","1894"
"3A.36","2017-18","Government recurrent expenditure per child","0-12 years old","All people","All areas","2019-20 dollars","Expenditure on ECEC services per child","State and Territory government","0-12 years old","","","","","Derived from State and Territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product; ABS Quarterly Population Estimates (ERP)","$","301","413","310","762","766","676","634","1387","","","437"
"3A.36","2016-17","Government recurrent expenditure per child","0-12 years old","All people","All areas","2019-20 dollars","Expenditure on ECEC services per child","Total government","0-12 years old","","","","","Derived from State and Territory governments (unpublished); Australian Government Department of Education Skills and Employment (unpublished); ABS Australian National Accounts: National Income Expenditure and Product; ABS Quarterly Population Estimates (ERP)","$","2361","2325","2557","2158","2925","2670","3068","3314","","","2437"
"3A.36","2016-17","Government recurrent expenditure per child","0-12 years old","All people","All areas","2019-20 dollars","Expenditure on ECEC services per child","Australian Government","0-12 years old","","","","","Derived from Australian Government Department of Education Skills and Employment (unpublished); ABS Australian National Accounts: National Income Expenditure and Product; ABS Quarterly Population Estimates (ERP)","$","2064","1920","2240","1393","2162","2011","2407","2006","","","2002"
"3A.36","2016-17","Government recurrent expenditure per child","0-12 years old","All people","All areas","2019-20 dollars","Expenditure on ECEC services per child","State and Territory government","0-12 years old","","","","","Derived from State and Territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product; ABS Quarterly Population Estimates (ERP)","$","297","405","317","765","763","659","661","1308","","","435"
"3A.36","2015-16","Government recurrent expenditure per child","0-12 years old","All people","All areas","2019-20 dollars","Expenditure on ECEC services per child","Total government","0-12 years old","","","","","Derived from State and Territory governments (unpublished); Australian Government Department of Education Skills and Employment (unpublished); ABS Australian National Accounts: National Income Expenditure and Product; ABS Quarterly Population Estimates (ERP)","$","2306","2320","2533","2171","2874","2653","3084","3172","","","2410"
"3A.36","2015-16","Government recurrent expenditure per child","0-12 years old","All people","All areas","2019-20 dollars","Expenditure on ECEC services per child","Australian Government","0-12 years old","","","","","Derived from Australian Government Department of Education Skills and Employment (unpublished); ABS Australian National Accounts: National Income Expenditure and Product; ABS Quarterly Population Estimates (ERP)","$","2048","1930","2227","1382","2136","1990","2422","1981","","","1993"
"3A.36","2015-16","Government recurrent expenditure per child","0-12 years old","All people","All areas","2019-20 dollars","Expenditure on ECEC services per child","State and Territory government","0-12 years old","","","","","Derived from State and Territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product; ABS Quarterly Population Estimates (ERP)","$","258","390","306","789","738","663","662","1191","","","417"
"3A.36","2014-15","Government recurrent expenditure per child","0-12 years old","All people","All areas","2019-20 dollars","Expenditure on ECEC services per child","Total government","0-12 years old","","","","","Derived from State and Territory governments (unpublished); Australian Government Department of Education Skills and Employment (unpublished); ABS Australian National Accounts: National Income Expenditure and Product; ABS Quarterly Population Estimates (ERP)","$","2218","2279","2472","2093","2764","2551","3056","3118","","","2340"
"3A.36","2014-15","Government recurrent expenditure per child","0-12 years old","All people","All areas","2019-20 dollars","Expenditure on ECEC services per child","Australian Government","0-12 years old","","","","","Derived from Australian Government Department of Education Skills and Employment (unpublished); ABS Australian National Accounts: National Income Expenditure and Product; ABS Quarterly Population Estimates (ERP)","$","2003","1912","2162","1350","2076","1903","2404","1884","","","1950"
"3A.36","2014-15","Government recurrent expenditure per child","0-12 years old","All people","All areas","2019-20 dollars","Expenditure on ECEC services per child","State and Territory government","0-12 years old","","","","","Derived from State and Territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product; ABS Quarterly Population Estimates (ERP)","$","215","367","310","744","688","649","651","1234","","","390"
"3A.36","2013-14","Government recurrent expenditure per child","0-12 years old","All people","All areas","2019-20 dollars","Expenditure on ECEC services per child","Total government","0-12 years old","","","","","Derived from State and Territory governments (unpublished); Australian Government Department of Education Skills and Employment (unpublished); ABS Australian National Accounts: National Income Expenditure and Product; ABS Quarterly Population Estimates (ERP)","$","2017","2103","2228","1915","2521","2307","2798","2960","","","2135"
"3A.36","2013-14","Government recurrent expenditure per child","0-12 years old","All people","All areas","2019-20 dollars","Expenditure on ECEC services per child","Australian Government","0-12 years old","","","","","Derived from Australian Government Department of Education Skills and Employment (unpublished); ABS Australian National Accounts: National Income Expenditure and Product; ABS Quarterly Population Estimates (ERP)","$","1806","1742","1951","1220","1875","1693","2188","1695","","","1764"
"3A.36","2013-14","Government recurrent expenditure per child","0-12 years old","All people","All areas","2019-20 dollars","Expenditure on ECEC services per child","State and Territory government","0-12 years old","","","","","Derived from State and Territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product; ABS Quarterly Population Estimates (ERP)","$","211","361","277","694","646","615","610","1264","","","371"
"3A.36","2012-13","Government recurrent expenditure per child","0-12 years old","All people","All areas","2019-20 dollars","Expenditure on ECEC services per child","Total government","0-12 years old","","","","","Derived from State and Territory governments (unpublished); Australian Government Department of Education Skills and Employment (unpublished); ABS Australian National Accounts: National Income Expenditure and Product; ABS Quarterly Population Estimates (ERP)","$","1829","1812","2018","1852","2372","2167","2542","2857","","","1936"
"3A.36","2012-13","Government recurrent expenditure per child","0-12 years old","All people","All areas","2019-20 dollars","Expenditure on ECEC services per child","Australian Government","0-12 years old","","","","","Derived from Australian Government Department of Education Skills and Employment (unpublished); ABS Australian National Accounts: National Income Expenditure and Product; ABS Quarterly Population Estimates (ERP)","$","1598","1505","1775","1114","1719","1592","1945","1567","","","1573"
"3A.36","2012-13","Government recurrent expenditure per child","0-12 years old","All people","All areas","2019-20 dollars","Expenditure on ECEC services per child","State and Territory government","0-12 years old","","","","","Derived from State and Territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product; ABS Quarterly Population Estimates (ERP)","$","231","307","243","738","653","575","597","1290","","","362"
"3A.36","2011-12","Government recurrent expenditure per child","0-12 years old","All people","All areas","2019-20 dollars","Expenditure on ECEC services per child","Total government","0-12 years old","","","","","Derived from State and Territory governments (unpublished); Australian Government Department of Education Skills and Employment (unpublished); ABS Australian National Accounts: National Income Expenditure and Product; ABS Quarterly Population Estimates (ERP)","$","1660","1616","1859","1712","2167","2060","2350","2860","","","1766"
"3A.36","2011-12","Government recurrent expenditure per child","0-12 years old","All people","All areas","2019-20 dollars","Expenditure on ECEC services per child","Australian Government","0-12 years old","","","","","Derived from Australian Government Department of Education Skills and Employment (unpublished); ABS Australian National Accounts: National Income Expenditure and Product; ABS Quarterly Population Estimates (ERP)","$","1434","1358","1660","1007","1571","1531","1764","1651","","","1437"
"3A.36","2011-12","Government recurrent expenditure per child","0-12 years old","All people","All areas","2019-20 dollars","Expenditure on ECEC services per child","State and Territory government","0-12 years old","","","","","Derived from State and Territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product; ABS Quarterly Population Estimates (ERP)","$","226","258","200","706","596","528","585","1210","","","329"
"3A.36","2010-11","Government recurrent expenditure per child","0-12 years old","All people","All areas","2019-20 dollars","Expenditure on ECEC services per child","Total government","0-12 years old","","","","","Derived from State and Territory governments (unpublished); Australian Government Department of Education Skills and Employment (unpublished); ABS Australian National Accounts: National Income Expenditure and Product; ABS Quarterly Population Estimates (ERP)","$","1522","1548","1739","1539","2080","2029","2214","3177","","","1657"
"3A.36","2010-11","Government recurrent expenditure per child","0-12 years old","All people","All areas","2019-20 dollars","Expenditure on ECEC services per child","Australian Government","0-12 years old","","","","","Derived from Australian Government Department of Education Skills and Employment (unpublished); ABS Australian National Accounts: National Income Expenditure and Product; ABS Quarterly Population Estimates (ERP)","$","1305","1294","1583","939","1517","1566","1663","2057","","","1357"
"3A.36","2010-11","Government recurrent expenditure per child","0-12 years old","All people","All areas","2019-20 dollars","Expenditure on ECEC services per child","State and Territory government","0-12 years old","","","","","Derived from State and Territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product; ABS Quarterly Population Estimates (ERP)","$","217","254","156","600","563","462","551","1120","","","300"
"3A.37","2019-20","Government recurrent expenditure per child","0-12 years old","All people","All areas","2019-20 dollars","Australian Government recurrent expenditure on child care services per child aged 0-12 years old attending CCS approved child care services","Expenditure per child","","","","","","Derived from Australian Government Department of Education Skills and Employment (unpublished); Australian Government Department of Education Skills and Employment (unpublished) Child Care Subsidy System; ABS Australian National Accounts: National Income Expenditure and Product","$","6510","6862","6655","5966","5159","5160","6072","6612","","","6470"
"3A.37","2018-19","Government recurrent expenditure per child","0-12 years old","All people","All areas","2019-20 dollars","Australian Government recurrent expenditure on child care services per child aged 0-12 years old attending CCS approved child care services","Expenditure per child","","","","","","Derived from Australian Government Department of Education Skills and Employment (unpublished); Australian Government Department of Education Skills and Employment (unpublished) Child Care Subsidy System; ABS Australian National Accounts: National Income Expenditure and Product","$","6253","6457","6185","5587","4838","4916","6274","6049","","","6125"
"3A.37","2017-18","Government recurrent expenditure per child","0-12 years old","All people","All areas","2019-20 dollars","Australian Government recurrent expenditure on child care services per child aged 0-12 years old attending CCS approved child care services","Expenditure per child","","","","","","Derived from Australian Government Department of Education Skills and Employment (unpublished); Australian Government Department of Education Skills and Employment (unpublished) Child Care Subsidy System; ABS Australian National Accounts: National Income Expenditure and Product","$","5918","5871","6185","5789","6534","6816","5234","9019","","","6031"
"3A.37","2016-17","Government recurrent expenditure per child","0-12 years old","All people","All areas","2019-20 dollars","Australian Government recurrent expenditure on child care services per child aged 0-12 years old attending CCS approved child care services","Expenditure per child","","","","","","Derived from Australian Government Department of Education Skills and Employment (unpublished); Australian Government Department of Education Skills and Employment (unpublished) Child Care Subsidy System; ABS Australian National Accounts: National Income Expenditure and Product","$","6221","6216","6619","6250","6865","7134","5715","9770","","","6400"
"3A.37","2015-16","Government recurrent expenditure per child","0-12 years old","All people","All areas","2019-20 dollars","Australian Government recurrent expenditure on child care services per child aged 0-12 years old attending CCS approved child care services","Expenditure per child","","","","","","Derived from Australian Government Department of Education Skills and Employment (unpublished); Australian Government Department of Education Skills and Employment (unpublished) Child Care Subsidy System; ABS Australian National Accounts: National Income Expenditure and Product","$","6303","6433","6578","6392","6743","7172","5835","9954","","","6485"
"3A.37","2014-15","Government recurrent expenditure per child","0-12 years old","All people","All areas","2019-20 dollars","Australian Government recurrent expenditure on child care services per child aged 0-12 years old attending CCS approved child care services","Expenditure per child","","","","","","Derived from Australian Government Department of Education Skills and Employment (unpublished); Australian Government Department of Education Skills and Employment (unpublished) Child Care Subsidy System; ABS Australian National Accounts: National Income Expenditure and Product","$","6282","6236","6519","6233","6541","6836","5943","9684","","","6413"
"3A.37","2013-14","Government recurrent expenditure per child","0-12 years old","All people","All areas","2019-20 dollars","Australian Government recurrent expenditure on child care services per child aged 0-12 years old attending CCS approved child care services","Expenditure per child","","","","","","Derived from Australian Government Department of Education Skills and Employment (unpublished); Australian Government Department of Education Skills and Employment (unpublished) Child Care Subsidy System; ABS Australian National Accounts: National Income Expenditure and Product","$","6119","6071","5954","6032","6036","6121","5806","9216","","","6101"
"3A.37","2012-13","Government recurrent expenditure per child","0-12 years old","All people","All areas","2019-20 dollars","Australian Government recurrent expenditure on child care services per child aged 0-12 years old attending CCS approved child care services","Expenditure per child","","","","","","Derived from Australian Government Department of Education Skills and Employment (unpublished); Australian Government Department of Education Skills and Employment (unpublished) Child Care Subsidy System; ABS Australian National Accounts: National Income Expenditure and Product","$","5805","5710","5635","5701","5699","5809","5470","8858","","","5758"
"3A.37","2011-12","Government recurrent expenditure per child","0-12 years old","All people","All areas","2019-20 dollars","Australian Government recurrent expenditure on child care services per child aged 0-12 years old attending CCS approved child care services","Expenditure per child","","","","","","Derived from Australian Government Department of Education Skills and Employment (unpublished); Australian Government Department of Education Skills and Employment (unpublished) Child Care Subsidy System; ABS Australian National Accounts: National Income Expenditure and Product","$","5483","5452","5396","5461","5470","5576","5286","9402","","","5492"
"3A.37","2010-11","Government recurrent expenditure per child","0-12 years old","All people","All areas","2019-20 dollars","Australian Government recurrent expenditure on child care services per child aged 0-12 years old attending CCS approved child care services","Expenditure per child","","","","","","Derived from Australian Government Department of Education Skills and Employment (unpublished); Australian Government Department of Education Skills and Employment (unpublished) Child Care Subsidy System; ABS Australian National Accounts: National Income Expenditure and Product","$","5088","5287","5149","5202","5246","5586","4960","11885","","","5246"
"3A.38","2020","Family work-related needs for childcare","15+ years old","All people","All areas","","Persons aged 15 years and over not in the labour force due to caring for children","Mainly for childcare service related reasons","","","15+ years old","","","ABS (unpublished) Participation Job Search and Mobility","'000","32.0","26.0","19.9","13.2","6.5","3.3","1.9","0.8","","","98.8"
"3A.38","2020","Family work-related needs for childcare","15+ years old","All people","All areas","","Persons aged 15 years and over not in the labour force due to caring for children","Total persons not in labour force due to caring for children","","","15+ years old","","","ABS (unpublished) Participation Job Search and Mobility","'000","98.7","70.5","55.3","41.2","15.7","7.0","3.8","2.3","","","296.1"
"3A.38","2020","Family work-related needs for childcare","15+ years old","All people","All areas","","Persons aged 15 years and over not in the labour force due to caring for children","Proportion of persons not in labour force mainly for childcare service related reasons","","","15+ years old","","","ABS (unpublished) Participation Job Search and Mobility","%","32.4","36.9","36.0","32.0","41.4","47.1","50.0","np","","","33.4"
"3A.38","2020","Family work-related needs for childcare","15+ years old","All people","All areas","","Persons aged 15 years and over not in the labour force due to caring for children","Proportion of persons not in labour force mainly for childcare service related reasons","","","15+ years old","","95%CI","ABS (unpublished) Participation Job Search and Mobility","% (±)","6.9","7.6","12.0","9.4","12.2","10.7","25.1","np","","","4.1"
